536414	22139	nan	56	12/1/2010 11:52	0.0	nan	United Kingdom	007-Cake
536545	21134	nan	1	12/1/2010 14:32	0.0	nan	United Kingdom	007-Cake
536546	22145	nan	1	12/1/2010 14:33	0.0	nan	United Kingdom	007-Cake
536547	37509	nan	1	12/1/2010 14:33	0.0	nan	United Kingdom	007-Cake
536549	85226A	nan	1	12/1/2010 14:34	0.0	nan	United Kingdom	007-Cake
536550	85044	nan	1	12/1/2010 14:34	0.0	nan	United Kingdom	007-Cake
536552	20950	nan	1	12/1/2010 14:34	0.0	nan	United Kingdom	007-Cake
536553	37461	nan	3	12/1/2010 14:35	0.0	nan	United Kingdom	007-Cake
536554	84670	nan	23	12/1/2010 14:35	0.0	nan	United Kingdom	007-Cake
536589	21777	nan	-10	12/1/2010 16:50	0.0	nan	United Kingdom	007-Cake
536764	84952C	nan	-38	12/2/2010 14:42	0.0	nan	United Kingdom	007-Cake
536765	84952C	nan	19	12/2/2010 14:43	0.0	nan	United Kingdom	007-Cake
536995	35951	nan	57	12/3/2010 15:29	0.0	nan	United Kingdom	007-Cake
536996	22712	nan	-20	12/3/2010 15:30	0.0	nan	United Kingdom	007-Cake
536997	22028	nan	-20	12/3/2010 15:30	0.0	nan	United Kingdom	007-Cake
536998	85067	nan	-6	12/3/2010 15:30	0.0	nan	United Kingdom	007-Cake
536999	21421	nan	110	12/3/2010 15:32	0.0	nan	United Kingdom	007-Cake
537000	21414	nan	-22	12/3/2010 15:32	0.0	nan	United Kingdom	007-Cake
537001	21653	nan	-6	12/3/2010 15:33	0.0	nan	United Kingdom	007-Cake
537002	21651	nan	70	12/3/2010 15:33	0.0	nan	United Kingdom	007-Cake
537003	85126	nan	-2	12/3/2010 15:33	0.0	nan	United Kingdom	007-Cake
537004	21814	nan	-30	12/3/2010 15:34	0.0	nan	United Kingdom	007-Cake
537005	21692	nan	-70	12/3/2010 15:35	0.0	nan	United Kingdom	007-Cake
537006	21648	nan	-130	12/3/2010 15:36	0.0	nan	United Kingdom	007-Cake
537007	21172	nan	-80	12/3/2010 15:36	0.0	nan	United Kingdom	007-Cake
537008	21161	nan	-120	12/3/2010 15:37	0.0	nan	United Kingdom	007-Cake
537009	84534B	nan	-80	12/3/2010 15:38	0.0	nan	United Kingdom	007-Cake
537010	22162	nan	-40	12/3/2010 15:38	0.0	nan	United Kingdom	007-Cake
537011	22139	nan	-5	12/3/2010 15:38	0.0	nan	United Kingdom	007-Cake
537012	21535	nan	-12	12/3/2010 15:39	0.0	nan	United Kingdom	007-Cake
537013	35965	nan	-25	12/3/2010 15:40	0.0	nan	United Kingdom	007-Cake
537014	21040	nan	-20	12/3/2010 15:40	0.0	nan	United Kingdom	007-Cake
537015	37464	nan	-14	12/3/2010 15:41	0.0	nan	United Kingdom	007-Cake
537016	21836	nan	-15	12/3/2010 15:41	0.0	nan	United Kingdom	007-Cake
537017	47556B	nan	-69	12/3/2010 15:41	0.0	nan	United Kingdom	007-Cake
537018	84562A	nan	-3	12/3/2010 15:42	0.0	nan	United Kingdom	007-Cake
537019	37474	nan	-15	12/3/2010 15:43	0.0	nan	United Kingdom	007-Cake
537020	21807	nan	-30	12/3/2010 15:43	0.0	nan	United Kingdom	007-Cake
537021	21011	nan	-20	12/3/2010 15:43	0.0	nan	United Kingdom	007-Cake
537027	18098C	nan	-140	12/3/2010 16:36	0.0	nan	United Kingdom	007-Cake
537028	21696	nan	-320	12/3/2010 16:36	0.0	nan	United Kingdom	007-Cake
537029	37476	nan	-6	12/3/2010 16:37	0.0	nan	United Kingdom	007-Cake
537361	21777	nan	5	12/6/2010 12:34	0.0	nan	United Kingdom	007-Cake
537363	84569B	nan	-20	12/6/2010 12:35	0.0	nan	United Kingdom	007-Cake
537364	21027	nan	-70	12/6/2010 12:36	0.0	nan	United Kingdom	007-Cake
537401	84898F	nan	-24	12/6/2010 14:37	0.0	nan	United Kingdom	007-Cake
537427	84968B	nan	-21	12/6/2010 15:37	0.0	nan	United Kingdom	007-Cake
537430	85215	nan	120	12/6/2010 16:05	0.0	nan	United Kingdom	007-Cake
537436	84270	nan	7	12/6/2010 17:00	0.0	nan	United Kingdom	007-Cake
537437	90167	nan	10	12/6/2010 17:00	0.0	nan	United Kingdom	007-Cake
537438	22959	nan	13	12/6/2010 17:00	0.0	nan	United Kingdom	007-Cake
537439	37474	nan	1	12/6/2010 17:01	0.0	nan	United Kingdom	007-Cake
537449	21054	nan	-30	12/7/2010 9:26	0.0	nan	United Kingdom	007-Cake
537450	20684	nan	-19	12/7/2010 9:26	0.0	nan	United Kingdom	007-Cake
537451	84881	nan	-11	12/7/2010 9:27	0.0	nan	United Kingdom	007-Cake
537452	20941	nan	-24	12/7/2010 9:28	0.0	nan	United Kingdom	007-Cake
537453	21248	nan	-18	12/7/2010 9:28	0.0	nan	United Kingdom	007-Cake
537454	21349	nan	-44	12/7/2010 9:30	0.0	nan	United Kingdom	007-Cake
537455	22155	nan	-70	12/7/2010 9:31	0.0	nan	United Kingdom	007-Cake
537466	21488	nan	-50	12/7/2010 10:33	0.0	nan	United Kingdom	007-Cake
537687	84840	nan	-9	12/8/2010 10:26	0.0	nan	United Kingdom	007-Cake
537870	21486	nan	-77	12/8/2010 17:08	0.0	nan	United Kingdom	007-Cake
537872	21595	nan	1	12/8/2010 18:07	0.0	nan	United Kingdom	007-Cake
537873	37461	nan	1	12/8/2010 18:07	0.0	nan	United Kingdom	007-Cake
537874	85170A	nan	1	12/8/2010 18:07	0.0	nan	United Kingdom	007-Cake
537875	20849	nan	1	12/8/2010 18:08	0.0	nan	United Kingdom	007-Cake
537876	84977	nan	2	12/8/2010 18:08	0.0	nan	United Kingdom	007-Cake
537877	21661	nan	1	12/8/2010 18:08	0.0	nan	United Kingdom	007-Cake
537878	72803B	nan	1	12/8/2010 18:09	0.0	nan	United Kingdom	007-Cake
537999	22034	nan	-223	12/9/2010 11:44	0.0	nan	United Kingdom	007-Cake
538001	35958	nan	10	12/9/2010 11:45	0.0	nan	United Kingdom	007-Cake
538004	22114	nan	144	12/9/2010 12:11	0.0	nan	United Kingdom	007-Cake
538036	21690	nan	34	12/9/2010 13:04	0.0	nan	United Kingdom	007-Cake
538038	21488	nan	8	12/9/2010 13:07	0.0	nan	United Kingdom	007-Cake
538039	22139	nan	7	12/9/2010 13:07	0.0	nan	United Kingdom	007-Cake
538041	22145	nan	30	12/9/2010 13:09	0.0	nan	United Kingdom	007-Cake
538042	21763	nan	-4	12/9/2010 13:10	0.0	nan	United Kingdom	007-Cake
538043	22833	nan	-1	12/9/2010 13:10	0.0	nan	United Kingdom	007-Cake
538045	84688	nan	27	12/9/2010 13:11	0.0	nan	United Kingdom	007-Cake
538046	85008	nan	-15	12/9/2010 13:12	0.0	nan	United Kingdom	007-Cake
538047	21429	nan	-70	12/9/2010 13:13	0.0	nan	United Kingdom	007-Cake
538054	85167B	nan	-24	12/9/2010 13:34	0.0	nan	United Kingdom	007-Cake
538055	22454	nan	-20	12/9/2010 13:34	0.0	nan	United Kingdom	007-Cake
538058	20966	nan	-150	12/9/2010 13:38	0.0	nan	United Kingdom	007-Cake
538061	21801	nan	-38	12/9/2010 13:39	0.0	nan	United Kingdom	007-Cake
538074	21743	nan	-80	12/9/2010 14:11	0.0	nan	United Kingdom	007-Cake
538092	37467	nan	-177	12/9/2010 14:49	0.0	nan	United Kingdom	007-Cake
538128	21357	nan	46	12/9/2010 15:54	0.0	nan	United Kingdom	007-Cake
538129	84497	nan	79	12/9/2010 15:55	0.0	nan	United Kingdom	007-Cake
538130	90042C	nan	10	12/9/2010 15:55	0.0	nan	United Kingdom	007-Cake
538131	17091A	nan	84	12/9/2010 15:56	0.0	nan	United Kingdom	007-Cake
538132	84773	nan	3	12/9/2010 15:56	0.0	nan	United Kingdom	007-Cake
538133	85018C	nan	3	12/9/2010 15:56	0.0	nan	United Kingdom	007-Cake
538134	20878	nan	2	12/9/2010 15:56	0.0	nan	United Kingdom	007-Cake
538135	21186	nan	2	12/9/2010 15:56	0.0	nan	United Kingdom	007-Cake
538136	37509	nan	2	12/9/2010 15:57	0.0	nan	United Kingdom	007-Cake
538137	62095B	nan	2	12/9/2010 15:57	0.0	nan	United Kingdom	007-Cake
538138	72814	nan	2	12/9/2010 15:57	0.0	nan	United Kingdom	007-Cake
538139	84802A	nan	2	12/9/2010 15:57	0.0	nan	United Kingdom	007-Cake
538140	90002D	nan	9	12/9/2010 15:57	0.0	nan	United Kingdom	007-Cake
538141	22218	nan	2	12/9/2010 15:58	0.0	nan	United Kingdom	007-Cake
538142	84247C	nan	1	12/9/2010 15:58	0.0	nan	United Kingdom	007-Cake
538143	84534B	nan	1	12/9/2010 15:58	0.0	nan	United Kingdom	007-Cake
538144	90042B	nan	1	12/9/2010 15:58	0.0	nan	United Kingdom	007-Cake
538158	20892	nan	-32	12/9/2010 17:17	0.0	nan	United Kingdom	007-Cake
538159	21324	nan	-18	12/9/2010 17:17	0.0	nan	United Kingdom	007-Cake
538160	20956	nan	288	12/9/2010 17:18	0.0	nan	United Kingdom	007-Cake
538173	22353	nan	-28	12/10/2010 9:35	0.0	nan	United Kingdom	007-Cake
538241	21431	nan	-21	12/10/2010 12:00	0.0	nan	United Kingdom	007-Cake
538247	79067	nan	-145	12/10/2010 12:09	0.0	nan	United Kingdom	007-Cake
538249	85084	nan	25	12/10/2010 12:19	0.0	nan	United Kingdom	007-Cake
